"Year","State","Race","Sex","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2018","Oregon","Black","Females","14","55,758","25.11","28.84","438"
"2018","Oregon","American Indian / Alaska Native","Males","10","47,533","21.04","22.05","372"
"2018","Oregon","American Indian / Alaska Native","Females","0","46,248","0","0","0"
"2018","Oregon","Asian / Pacific Islander","Males","0","116,052","0","0","0"
"2018","Oregon","Asian / Pacific Islander","Females","0","130,026","0","0","0"
"2018","Pennsylvania","White","Males","2,602","5,208,247","49.96","53.05","91,268"
"2018","Pennsylvania","White","Females","1,209","5,395,628","22.41","24.27","39,715"
"2018","Pennsylvania","Black","Males","392","792,815","49.44","52.21","10,217"
"2018","Pennsylvania","Black","Females","179","845,814","21.16","21.86","5,458"
"2018","Pennsylvania","American Indian / Alaska Native","Males","0","29,949","0","0","0"
"2018","Pennsylvania","American Indian / Alaska Native","Females","0","29,872","0","0","0"
"2018","Pennsylvania","Asian / Pacific Islander","Males","21","245,600","8.55","8.14","782"
"2018","Pennsylvania","Asian / Pacific Islander","Females","0","261,182","0","0","0"
"2018","Rhode Island","White","Males","217","437,830","49.56","50.10","6,718"
"2018","Rhode Island","White","Females","73","464,134","15.73","15.51","2,155"
"2018","Rhode Island","Black","Males","15","50,056","29.97","32.86","413"
"2018","Rhode Island","Black","Females","0","50,676","0","0","0"
"2018","Rhode Island","American Indian / Alaska Native","Males","0","6,505","0","0","0"
"2018","Rhode Island","American Indian / Alaska Native","Females","0","6,589","0","0","0"
"2018","Rhode Island","Asian / Pacific Islander","Males","0","21,042","0","0","0"
"2018","Rhode Island","Asian / Pacific Islander","Females","0","22,506","0","0","0"
"2018","South Carolina","White","Males","573","1,737,556","32.98","34.36","19,277"
"2018","South Carolina","White","Females","377","1,798,702","20.96","21.44","11,357"
"2018","South Carolina","Black","Males","126","665,533","18.93","19.77","3,718"
"2018","South Carolina","Black","Females","42","755,774","5.56","5.40","1,116"
"2018","South Carolina","American Indian / Alaska Native","Males","0","15,728","0","0","0"
"2018","South Carolina","American Indian / Alaska Native","Females","0","14,869","0","0","0"
"2018","South Carolina","Asian / Pacific Islander","Males","0","49,217","0","0","0"
"2018","South Carolina","Asian / Pacific Islander","Females","0","54,323","0","0","0"
"2018","South Dakota","White","Males","30","379,800","7.90","8.41","1,026"
"2018","South Dakota","White","Females","16","374,378","4.27","4.20","469"
"2018","South Dakota","Black","Males","0","14,042","0","0","0"
"2018","South Dakota","Black","Females","0","10,223","0","0","0"
"2018","South Dakota","American Indian / Alaska Native","Males","0","42,173","0","0","0"
"2018","South Dakota","American Indian / Alaska Native","Females","0","43,281","0","0","0"
"2018","South Dakota","Asian / Pacific Islander","Males","0","7,534","0","0","0"
"2018","South Dakota","Asian / Pacific Islander","Females","0","7,955","0","0","0"
"2018","Tennessee","White","Males","953","2,649,243","35.97","37.10","31,911"
"2018","Tennessee","White","Females","668","2,744,516","24.34","24.55","19,951"
"2018","Tennessee","Black","Males","132","569,042","23.20","24.60","4,381"
"2018","Tennessee","Black","Females","62","632,126","9.81","9.68","2,051"
"2018","Tennessee","American Indian / Alaska Native","Males","0","18,171","0","0","0"
"2018","Tennessee","American Indian / Alaska Native","Females","0","16,586","0","0","0"
"2018","Tennessee","Asian / Pacific Islander","Males","0","70,854","0","0","0"
"2018","Tennessee","Asian / Pacific Islander","Females","0","77,642","0","0","0"
"2018","Texas","White","Males","1,601","11,410,868","14.03","14.01","52,191"
"2018","Texas","White","Females","875","11,457,917","7.64","7.67","25,274"
"2018","Texas","Black","Males","353","1,851,693","19.06","19.33","9,241"
"2018","Texas","Black","Females","123","1,966,806","6.25","6.23","3,510"
"2018","Texas","American Indian / Alaska Native","Males","12","165,960","7.23","6.79","406"
"2018","Texas","American Indian / Alaska Native","Females","0","158,025","0","0","0"
"2018","Texas","Asian / Pacific Islander","Males","26","786,717","3.31","3.17","896"
"2018","Texas","Asian / Pacific Islander","Females","10","826,578","1.21","1.20","479"
"2018","Utah","White","Males","348","1,464,986","23.75","25.29","11,630"
"2018","Utah","White","Females","244","1,446,202","16.87","17.98","7,015"
"2018","Utah","Black","Males","0","32,146","0","0","0"
"2018","Utah","Black","Females","0","25,696","0","0","0"
"2018","Utah","American Indian / Alaska Native","Males","0","27,453","0","0","0"
"2018","Utah","American Indian / Alaska Native","Females","0","27,316","0","0","0"
"2018","Utah","Asian / Pacific Islander","Males","0","64,409","0","0","0"
"2018","Utah","Asian / Pacific Islander","Females","0","66,945","0","0","0"
"2018","Vermont","White","Males","89","294,729","30.20","33.14","3,067"
"2018","Vermont","White","Females","62","302,855","20.47","21.60","1,996"
"2018","Vermont","Black","Males","0","6,171","0","0","0"
"2018","Vermont","Black","Females","0","4,825","0","0","0"
"2018","Vermont","American Indian / Alaska Native","Males","0","1,595","0","0","0"
"2018","Vermont","American Indian / Alaska Native","Females","0","1,569","0","0","0"
"2018","Vermont","Asian / Pacific Islander","Males","0","5,954","0","0","0"
"2018","Vermont","Asian / Pacific Islander","Females","0","7,104","0","0","0"
"2018","Virginia","White","Males","773","3,001,109","25.76","26.14","26,766"
"2018","Virginia","White","Females","372","3,040,465","12.24","12.56","11,561"
"2018","Virginia","Black","Males","208","853,672","24.37","24.56","6,416"
"2018","Virginia","Black","Females","72","920,930","7.82","7.94","2,268"
"2018","Virginia","American Indian / Alaska Native","Males","0","26,989","0","0","0"
"2018","Virginia","American Indian / Alaska Native","Females","0","25,166","0","0","0"
"2018","Virginia","Asian / Pacific Islander","Males","12","306,078","3.92","3.70","447"
"2018","Virginia","Asian / Pacific Islander","Females","0","336,511","0","0","0"
"2018","Washington","White","Males","650","3,065,693","21.20","20.07","19,859"
"2018","Washington","White","Females","339","3,050,626","11.11","10.45","9,317"
"2018","Washington","Black","Males","54","216,673","24.92","23.66","1,769"
"2018","Washington","Black","Females","23","188,368","12.21","14.14","606"
"2018","Washington","American Indian / Alaska Native","Males","34","88,015","38.63","45.31","1,146"
"2018","Washington","American Indian / Alaska Native","Females","22","87,390","25.18","27.31","545"
"2018","Washington","Asian / Pacific Islander","Males","28","395,633","7.08","7.22","961"
"2018","Washington","Asian / Pacific Islander","Females","14","434,395","3.22","2.97","507"
"2018","West Virginia","White","Males","533","843,096","63.22","68.03","17,416"
"2018","West Virginia","White","Females","272","866,359","31.40","35.36","9,180"
"2018","West Virginia","Black","Males","38","40,184","94.57","95.48","1,247"
"2018","West Virginia","Black","Females","13","34,438","37.75","36.58","460"
"2018","West Virginia","American Indian / Alaska Native","Males","0","2,474","0","0","0"
"2018","West Virginia","American Indian / Alaska Native","Females","0","2,173","0","0","0"
"2018","West Virginia","Asian / Pacific Islander","Males","0","8,180","0","0","0"
"2018","West Virginia","Asian / Pacific Islander","Females","0","9,049","0","0","0"
"2018","Wisconsin","White","Males","565","2,547,013","22.18","23.25","19,445"
"2018","Wisconsin","White","Females","343","2,566,020","13.37","14.05","11,016"
"2018","Wisconsin","Black","Males","101","212,571","47.51","56.29","2,549"
"2018","Wisconsin","Black","Females","41","217,743","18.83","21.09","1,219"
"2018","Wisconsin","American Indian / Alaska Native","Males","17","38,555","44.09","49.68","613"
"2018","Wisconsin","American Indian / Alaska Native","Females","10","38,457","26.00","27.61","359"
"2018","Wisconsin","Asian / Pacific Islander","Males","0","92,446","0","0","0"
"2018","Wisconsin","Asian / Pacific Islander","Females","0","96,514","0","0","0"
"2018","Wyoming","White","Males","30","276,729","10.84","10.46","870"
"2018","Wyoming","White","Females","30","266,891","11.24","10.40","733"
"2018","Wyoming","Black","Males","0","5,597","0","0","0"
"2018","Wyoming","Black","Females","0","4,169","0","0","0"
"2018","Wyoming","American Indian / Alaska Native","Males","0","9,051","0","0","0"
"2018","Wyoming","American Indian / Alaska Native","Females","0","8,823","0","0","0"
"2018","Wyoming","Asian / Pacific Islander","Males","0","3,747","0","0","0"
"2018","Wyoming","Asian / Pacific Islander","Females","0","4,047","0","0","0"
"2017","Alabama","White","Males","429","1,680,526","25.53","27.39","15,098"
"2017","Alabama","White","Females","276","1,742,405","15.84","16.40","8,434"
"2017","Alabama","Black","Males","91","622,118","14.63","15.78","3,170"
"2017","Alabama","Black","Females","36","713,005","5.05","5.29","1,211"
"2017","Alabama","American Indian / Alaska Native","Males","0","18,578","0","0","0"
"2017","Alabama","American Indian / Alaska Native","Females","0","18,256","0","0","0"
"2017","Alabama","Asian / Pacific Islander","Males","0","39,281","0","0","0"
"2017","Alabama","Asian / Pacific Islander","Females","0","43,820","0","0","0"
"2017","Alaska","White","Males","66","270,787","24.37","24.97","2,159"
"2017","Alaska","White","Females","32","241,064","13.27","13.31","989"
"2017","Alaska","Black","Males","0","20,057","0","0","0"
"2017","Alaska","Black","Females","0","16,387","0","0","0"
"2017","Alaska","American Indian / Alaska Native","Males","16","64,718","24.72","28.58","567"
"2017","Alaska","American Indian / Alaska Native","Females","22","63,033","34.90","34.81","830"
"2017","Alaska","Asian / Pacific Islander","Males","0","31,424","0","0","0"
"2017","Alaska","Asian / Pacific Islander","Females","0","33,513","0","0","0"
"2017","Arizona","White","Males","885","2,952,020","29.98","30.71","28,580"
"2017","Arizona","White","Females","474","2,988,327","15.86","15.60","12,867"
"2017","Arizona","Black","Males","73","207,667","35.15","36.35","2,499"
"2017","Arizona","Black","Females","18","195,310","9.22","9.99","484"
"2017","Arizona","American Indian / Alaska Native","Males","45","198,448","22.68","24.74","1,611"
"2017","Arizona","American Indian / Alaska Native","Females","21","203,999","10.29","11.77","779"
"2017","Arizona","Asian / Pacific Islander","Males","0","144,637","0","0","0"
"2017","Arizona","Asian / Pacific Islander","Females","0","157,680","0","0","0"
"2017","Arkansas","White","Males","221","1,193,948","18.51","19.18","7,416"
"2017","Arkansas","White","Females","185","1,222,917","15.13","16.18","5,913"
"2017","Arkansas","Black","Males","28","233,296","12.00","12.12","1,001"
"2017","Arkansas","Black","Females","10","255,315","3.92","4.40","299"
"2017","Arkansas","American Indian / Alaska Native","Males","0","16,662","0","0","0"
"2017","Arkansas","American Indian / Alaska Native","Females","0","16,764","0","0","0"
"2017","Arkansas","Asian / Pacific Islander","Males","0","32,001","0","0","0"
"2017","Arkansas","Asian / Pacific Islander","Females","0","32,952","0","0","0"
"2017","California","White","Males","2,750","14,619,389","18.81","17.69","82,118"
"2017","California","White","Females","1,348","14,539,257","9.27","8.77","34,759"
"2017","California","Black","Males","331","1,411,760","23.45","23.07","8,326"
"2017","California","Black","Females","151","1,430,447","10.56","10.10","3,929"
"2017","California","American Indian / Alaska Native","Males","45","394,009","11.42","11.52","1,305"
"2017","California","American Indian / Alaska Native","Females","33","387,001","8.53","8.56","985"
"2017","California","Asian / Pacific Islander","Males","153","3,128,665","4.89","4.64","5,365"
"2017","California","Asian / Pacific Islander","Females","57","3,427,257","1.66","1.56","1,583"
"2017","Colorado","White","Males","570","2,509,884","22.71","21.76","19,558"
"2017","Colorado","White","Females","378","2,475,954","15.27","14.74","10,972"
"2017","Colorado","Black","Males","31","157,243","19.72","19.54","979"
"2017","Colorado","Black","Females","15","139,746","10.73","10.51","527"
"2017","Colorado","American Indian / Alaska Native","Males","0","54,655","0","0","0"
"2017","Colorado","American Indian / Alaska Native","Females","0","53,351","0","0","0"
"2017","Colorado","Asian / Pacific Islander","Males","0","105,990","0","0","0"
"2017","Colorado","Asian / Pacific Islander","Females","0","120,598","0","0","0"
"2017","Connecticut","White","Males","702","1,424,577","49.28","52.22","23,940"
"2017","Connecticut","White","Females","268","1,487,691","18.01","18.77","8,587"
"2017","Connecticut","Black","Males","72","217,670","33.08","33.88","2,113"
"2017","Connecticut","Black","Females","20","237,473","8.42","8.78","649"
"2017","Connecticut","American Indian / Alaska Native","Males","0","12,256","0","0","0"
"2017","Connecticut","American Indian / Alaska Native","Females","0","11,982","0","0","0"
"2017","Connecticut","Asian / Pacific Islander","Males","0","89,318","0","0","0"
"2017","Connecticut","Asian / Pacific Islander","Females","0","94,357","0","0","0"
"2017","Delaware","White","Males","188","330,760","56.84","62.61","6,383"
"2017","Delaware","White","Females","86","348,553","24.67","27.05","2,903"
"2017","Delaware","Black","Males","37","108,655","34.05","35.90","1,143"
"2017","Delaware","Black","Females","22","121,192","18.15","17.37","792"
"2017","Delaware","American Indian / Alaska Native","Males","0","3,525","0","0","0"
"2017","Delaware","American Indian / Alaska Native","Females","0","3,538","0","0","0"
"2017","Delaware","Asian / Pacific Islander","Males","0","20,396","0","0","0"
"2017","Delaware","Asian / Pacific Islander","Females","0","21,323","0","0","0"
"2017","District of Columbia","White","Males","21","159,750","13.15","13.11","648"
"2017","District of Columbia","White","Females","11","159,370","6.90","6.44","389"
"2017","District of Columbia","Black","Males","182","153,720","118.40","107.40","3,990"
"2017","District of Columbia","Black","Females","94","184,981","50.82","46.66","2,116"
"2017","District of Columbia","American Indian / Alaska Native","Males","0","2,679","0","0","0"
"2017","District of Columbia","American Indian / Alaska Native","Females","0","2,450","0","0","0"
"2017","District of Columbia","Asian / Pacific Islander","Males","0","14,594","0","0","0"
"2017","District of Columbia","Asian / Pacific Islander","Females","0","19,535","0","0","0"
"2017","Florida","White","Males","3,054","8,095,306","37.73","39.52","101,329"
"2017","Florida","White","Females","1,522","8,387,734","18.15","18.88","46,620"
"2017","Florida","Black","Males","315","1,776,263","17.73","18.03","9,451"
"2017","Florida","Black","Females","143","1,904,199","7.51","7.67","4,519"
"2017","Florida","American Indian / Alaska Native","Males","0","60,947","0","0","0"
"2017","Florida","American Indian / Alaska Native","Females","0","56,682","0","0","0"
"2017","Florida","Asian / Pacific Islander","Males","33","323,910","10.19","9.64","1,267"
"2017","Florida","Asian / Pacific Islander","Females","0","372,048","0","0","0"
"2017","Georgia","White","Males","777","3,191,099","24.35","24.72","26,822"
"2017","Georgia","White","Females","493","3,241,966","15.21","15.29","14,726"
"2017","Georgia","Black","Males","163","1,613,246","10.10","10.09","5,328"
"2017","Georgia","Black","Females","88","1,831,899","4.80","4.66","2,792"
"2017","Georgia","American Indian / Alaska Native","Males","0","31,246","0","0","0"
"2017","Georgia","American Indian / Alaska Native","Females","0","28,948","0","0","0"
"2017","Georgia","Asian / Pacific Islander","Males","0","232,365","0","0","0"
"2017","Georgia","Asian / Pacific Islander","Females","0","246,262","0","0","0"
"2017","Hawaii","White","Males","68","230,882","29.45","27.66","1,825"
"2017","Hawaii","White","Females","30","201,647","14.88","13.76","647"
"2017","Hawaii","Black","Males","0","25,487","0","0","0"
"2017","Hawaii","Black","Females","0","17,738","0","0","0"
"2017","Hawaii","American Indian / Alaska Native","Males","0","3,455","0","0","0"
"2017","Hawaii","American Indian / Alaska Native","Females","0","2,933","0","0","0"
"2017","Hawaii","Asian / Pacific Islander","Males","69","455,712","15.14","15.13","1,912"
"2017","Hawaii","Asian / Pacific Islander","Females","30","487,909","6.15","5.86","702"
"2017","Idaho","White","Males","127","816,828","15.55","16.73","4,271"
"2017","Idaho","White","Females","102","812,380","12.56","12.66","2,664"
"2017","Idaho","Black","Males","0","11,636","0","0","0"
"2017","Idaho","Black","Females","0","9,350","0","0","0"
"2017","Idaho","American Indian / Alaska Native","Males","0","17,442","0","0","0"
"2017","Idaho","American Indian / Alaska Native","Females","0","17,349","0","0","0"
"2017","Idaho","Asian / Pacific Islander","Males","0","15,809","0","0","0"
"2017","Idaho","Asian / Pacific Islander","Females","0","18,951","0","0","0"
"2017","Illinois","White","Males","1,404","4,934,852","28.45","28.73","49,916"
"2017","Illinois","White","Females","663","5,021,666","13.20","13.60","21,630"
"2017","Illinois","Black","Males","511","920,484","55.51","57.30","12,594"
"2017","Illinois","Black","Females","178","1,032,675","17.24","16.68","4,747"
"2017","Illinois","American Indian / Alaska Native","Males","0","45,373","0","0","0"
"2017","Illinois","American Indian / Alaska Native","Females","0","43,340","0","0","0"
"2017","Illinois","Asian / Pacific Islander","Males","17","377,845","4.50","3.95","748"
"2017","Illinois","Asian / Pacific Islander","Females","0","403,658","0","0","0"
"2017","Indiana","White","Males","1,063","2,839,630","37.43","39.63","37,934"
"2017","Indiana","White","Females","579","2,910,720","19.89","21.07","18,985"
"2017","Indiana","Black","Males","138","341,262","40.44","43.80","4,597"
"2017","Indiana","Black","Females","66","364,732","18.10","19.77","2,018"
"2017","Indiana","American Indian / Alaska Native","Males","0","16,260","0","0","0"
"2017","Indiana","American Indian / Alaska Native","Females","0","15,976","0","0","0"
"2017","Indiana","Asian / Pacific Islander","Males","0","86,820","0","0","0"
"2017","Indiana","Asian / Pacific Islander","Females","0","86,668","0","0","0"
"2017","Iowa","White","Males","185","1,432,932","12.91","13.71","6,112"
"2017","Iowa","White","Females","122","1,458,241","8.37","8.74","3,562"
"2017","Iowa","Black","Males","21","75,865","27.68","36.01","619"
"2017","Iowa","Black","Females","0","67,592","0","0","0"
"2017","Iowa","American Indian / Alaska Native","Males","0","9,232","0","0","0"
"2017","Iowa","American Indian / Alaska Native","Females","0","9,330","0","0","0"
"2017","Iowa","Asian / Pacific Islander","Males","0","45,843","0","0","0"
"2017","Iowa","Asian / Pacific Islander","Females","0","44,699","0","0","0"
"2017","Kansas","White","Males","158","1,272,730","12.41","12.73","4,970"
"2017","Kansas","White","Females","143","1,287,594","11.11","11.35","3,919"
"2017","Kansas","Black","Males","15","106,898","14.03","15.17","454"
"2017","Kansas","Black","Females","0","100,227","0","0","0"
"2017","Kansas","American Indian / Alaska Native","Males","0","21,327","0","0","0"
"2017","Kansas","American Indian / Alaska Native","Females","0","21,151","0","0","0"
"2017","Kansas","Asian / Pacific Islander","Males","0","49,461","0","0","0"
"2017","Kansas","Asian / Pacific Islander","Females","0","51,504","0","0","0"
"2017","Kentucky","White","Males","896","1,949,565","45.96","48.58","30,649"
"2017","Kentucky","White","Females","570","2,011,313","28.34","30.05","18,128"
"2017","Kentucky","Black","Males","67","199,831","33.53","36.68","2,227"
"2017","Kentucky","Black","Females","29","201,112","14.42","16.06","1,144"
"2017","Kentucky","American Indian / Alaska Native","Males","0","7,215","0","0","0"
"2017","Kentucky","American Indian / Alaska Native","Females","0","6,701","0","0","0"
"2017","Kentucky","Asian / Pacific Islander","Males","0","38,668","0","0","0"
"2017","Kentucky","Asian / Pacific Islander","Females","0","41,185","0","0","0"
"2017","Louisiana","White","Males","531","1,475,281","35.99","36.71","18,211"
"2017","Louisiana","White","Females","322","1,504,690","21.40","21.83","9,868"
"2017","Louisiana","Black","Males","187","741,239","25.23","28.35","5,862"
"2017","Louisiana","Black","Females","59","818,465","7.21","7.75","1,890"
"2017","Louisiana","American Indian / Alaska Native","Males","0","19,984","0","0","0"
"2017","Louisiana","American Indian / Alaska Native","Females","0","20,101","0","0","0"
"2017","Louisiana","Asian / Pacific Islander","Males","0","46,535","0","0","0"
"2017","Louisiana","Asian / Pacific Islander","Females","0","47,378","0","0","0"
"2017","Maine","White","Males","295","626,348","47.10","51.72","10,096"
"2017","Maine","White","Females","117","653,934","17.89","18.75","3,652"
"2017","Maine","Black","Males","0","14,019","0","0","0"
"2017","Maine","Black","Females","0","11,651","0","0","0"
"2017","Maine","American Indian / Alaska Native","Males","0","5,496","0","0","0"
"2017","Maine","American Indian / Alaska Native","Females","0","5,655","0","0","0"
"2017","Maine","Asian / Pacific Islander","Males","0","8,321","0","0","0"
"2017","Maine","Asian / Pacific Islander","Females","0","10,319","0","0","0"
"2017","Maryland","White","Males","1,058","1,792,583","59.02","60.08","37,398"
"2017","Maryland","White","Females","497","1,835,285","27.08","27.63","16,339"
"2017","Maryland","Black","Males","489","900,146","54.33","51.11","12,772"
"2017","Maryland","Black","Females","176","1,023,742","17.19","15.72","4,797"
"2017","Maryland","American Indian / Alaska Native","Males","0","21,360","0","0","0"
"2017","Maryland","American Indian / Alaska Native","Females","0","20,587","0","0","0"
"2017","Maryland","Asian / Pacific Islander","Males","16","207,346","7.72","7.27","676"
"2017","Maryland","Asian / Pacific Islander","Females","0","227,137","0","0","0"
"2017","Massachusetts","White","Males","1,470","2,749,196","53.47","53.97","50,360"
"2017","Massachusetts","White","Females","520","2,913,192","17.85","18.28","16,352"
"2017","Massachusetts","Black","Males","122","318,580","38.30","38.49","3,855"
"2017","Massachusetts","Black","Females","34","336,515","10.10","9.69","1,174"
"2017","Massachusetts","American Indian / Alaska Native","Males","0","20,467","0","0","0"
"2017","Massachusetts","American Indian / Alaska Native","Females","0","19,882","0","0","0"
"2017","Massachusetts","Asian / Pacific Islander","Males","11","242,711","4.53","3.74","470"
"2017","Massachusetts","Asian / Pacific Islander","Females","0","263,017","0","0","0"
"2017","Michigan","White","Males","1,347","3,980,049","33.84","35.40","46,243"
"2017","Michigan","White","Females","826","4,055,733","20.37","21.35","26,486"
"2017","Michigan","Black","Males","315","712,263","44.23","46.12","7,959"
"2017","Michigan","Black","Females","153","782,626","19.55","19.78","4,411"
"2017","Michigan","American Indian / Alaska Native","Males","24","44,530","53.90","54.87","891"
"2017","Michigan","American Indian / Alaska Native","Females","11","46,154","23.83","23.86","308"
"2017","Michigan","Asian / Pacific Islander","Males","11","175,366","6.27","5.78","432"
"2017","Michigan","Asian / Pacific Islander","Females","0","180,031","0","0","0"
"2017","Minnesota","White","Males","358","2,372,107","15.09","15.06","12,186"
"2017","Minnesota","White","Females","212","2,397,794","8.84","8.91","6,327"
"2017","Minnesota","Black","Males","63","209,733","30.04","36.22","1,865"
"2017","Minnesota","Black","Females","31","201,254","15.40","18.26","1,027"
"2017","Minnesota","American Indian / Alaska Native","Males","29","43,218","67.10","75.38","1,071"
"2017","Minnesota","American Indian / Alaska Native","Females","30","43,474","69.01","79.00","1,103"
"2017","Minnesota","Asian / Pacific Islander","Males","0","147,705","0","0","0"
"2017","Minnesota","Asian / Pacific Islander","Females","0","153,998","0","0","0"
"2017","Mississippi","White","Males","188","884,704","21.25","21.37","6,174"
"2017","Mississippi","White","Females","121","904,690","13.38","13.50","3,387"
"2017","Mississippi","Black","Males","27","539,617","5.00","6.15","781"
"2017","Mississippi","Black","Females","17","606,313","2.80","3.09","566"
"2017","Mississippi","American Indian / Alaska Native","Males","0","9,446","0","0","0"
"2017","Mississippi","American Indian / Alaska Native","Females","0","9,615","0","0","0"
"2017","Mississippi","Asian / Pacific Islander","Males","0","17,235","0","0","0"
"2017","Mississippi","Asian / Pacific Islander","Females","0","19,054","0","0","0"
"2017","Missouri","White","Males","687","2,539,487","27.05","28.22","24,074"
"2017","Missouri","White","Females","389","2,610,697","14.90","15.17","12,363"
"2017","Missouri","Black","Males","195","367,212","53.10","57.43","6,586"
"2017","Missouri","Black","Females","83","401,641","20.67","21.16","3,066"
"2017","Missouri","American Indian / Alaska Native","Males","0","22,068","0","0","0"
"2017","Missouri","American Indian / Alaska Native","Females","0","21,778","0","0","0"
"2017","Missouri","Asian / Pacific Islander","Males","0","71,234","0","0","0"
"2017","Missouri","Asian / Pacific Islander","Females","0","77,265","0","0","0"
"2017","Montana","White","Males","59","481,468","12.25","12.54","1,928"
"2017","Montana","White","Females","48","473,900","10.13","10.06","1,376"
"2017","Montana","Black","Males","0","5,794","0","0","0"
"2017","Montana","Black","Females","0","4,260","0","0","0"
"2017","Montana","American Indian / Alaska Native","Males","0","38,039","0","0","0"
"2017","Montana","American Indian / Alaska Native","Females","0","38,636","0","0","0"
"2017","Montana","Asian / Pacific Islander","Males","0","5,161","0","0","0"
"2017","Montana","Asian / Pacific Islander","Females","0","6,604","0","0","0"
"2017","Nebraska","White","Males","65","855,684","7.60","7.76","2,379"
"2017","Nebraska","White","Females","71","861,531","8.24","8.36","1,875"
"2017","Nebraska","Black","Males","10","57,472","17.40","19.26","272"
"2017","Nebraska","Black","Females","0","54,374","0","0","0"
"2017","Nebraska","American Indian / Alaska Native","Males","0","15,953","0","0","0"
"2017","Nebraska","American Indian / Alaska Native","Females","0","15,968","0","0","0"
"2017","Nebraska","Asian / Pacific Islander","Males","0","27,467","0","0","0"
"2017","Nebraska","Asian / Pacific Islander","Females","0","28,549","0","0","0"
"2017","Nevada","White","Males","353","1,158,741","30.46","28.65","9,810"
"2017","Nevada","White","Females","238","1,120,314","21.24","20.54","6,447"
"2017","Nevada","Black","Males","33","163,813","20.15","21.00","956"
"2017","Nevada","Black","Females","29","165,889","17.48","18.95","768"
"2017","Nevada","American Indian / Alaska Native","Males","0","28,683","0","0","0"
"2017","Nevada","American Indian / Alaska Native","Females","0","29,113","0","0","0"
"2017","Nevada","Asian / Pacific Islander","Males","11","140,000","7.86","7.66","351"
"2017","Nevada","Asian / Pacific Islander","Females","0","165,544","0","0","0"
"2017","New Hampshire","White","Males","312","630,451","49.49","52.11","11,209"
"2017","New Hampshire","White","Females","146","644,959","22.64","24.44","4,825"
"2017","New Hampshire","Black","Males","0","15,034","0","0","0"
"2017","New Hampshire","Black","Females","0","12,030","0","0","0"
"2017","New Hampshire","American Indian / Alaska Native","Males","0","2,686","0","0","0"
"2017","New Hampshire","American Indian / Alaska Native","Females","0","2,413","0","0","0"
"2017","New Hampshire","Asian / Pacific Islander","Males","0","20,554","0","0","0"
"2017","New Hampshire","Asian / Pacific Islander","Females","0","22,268","0","0","0"
"2017","New Jersey","White","Males","1,593","3,196,582","49.83","52.17","56,981"
"2017","New Jersey","White","Females","582","3,314,681","17.56","18.19","18,827"
"2017","New Jersey","Black","Males","314","663,954","47.29","45.26","8,672"
"2017","New Jersey","Black","Females","158","732,192","21.58","20.06","4,471"
"2017","New Jersey","American Indian / Alaska Native","Males","0","33,464","0","0","0"
"2017","New Jersey","American Indian / Alaska Native","Females","0","32,141","0","0","0"
"2017","New Jersey","Asian / Pacific Islander","Males","29","446,610","6.49","6.29","1,287"
"2017","New Jersey","Asian / Pacific Islander","Females","0","468,523","0","0","0"
"2017","New Mexico","White","Males","288","862,920","33.38","34.78","9,623"
"2017","New Mexico","White","Females","161","879,131","18.31","18.89","4,867"
"2017","New Mexico","Black","Males","0","34,873","0","0","0"
"2017","New Mexico","Black","Females","0","29,305","0","0","0"
"2017","New Mexico","American Indian / Alaska Native","Males","24","117,736","20.39","22.78","895"
"2017","New Mexico","American Indian / Alaska Native","Females","0","124,178","0","0","0"
"2017","New Mexico","Asian / Pacific Islander","Males","0","20,561","0","0","0"
"2017","New Mexico","Asian / Pacific Islander","Females","0","24,140","0","0","0"
"2017","New York","White","Males","2,396","6,820,228","35.13","34.90","81,441"
"2017","New York","White","Females","855","7,075,073","12.09","12.15","27,662"
"2017","New York","Black","Males","420","1,699,105","24.72","24.00","10,645"
"2017","New York","Black","Females","173","1,932,138","8.95","8.55","4,886"
"2017","New York","American Indian / Alaska Native","Males","15","113,914","13.17","12.15","597"
"2017","New York","American Indian / Alaska Native","Females","0","114,674","0","0","0"
"2017","New York","Asian / Pacific Islander","Males","43","879,796","4.89","4.63","1,715"
"2017","New York","Asian / Pacific Islander","Females","18","958,921","1.88","1.70","733"
"2017","North Carolina","White","Males","1,329","3,632,503","36.59","38.16","47,459"
"2017","North Carolina","White","Females","748","3,750,289","19.95","20.70","24,368"
"2017","North Carolina","Black","Males","216","1,112,401","19.42","19.43","6,706"
"2017","North Carolina","Black","Females","83","1,257,279","6.60","6.36","2,747"
"2017","North Carolina","American Indian / Alaska Native","Males","16","85,590","18.69","18.67","646"
"2017","North Carolina","American Indian / Alaska Native","Females","0","87,616","0","0","0"
"2017","North Carolina","Asian / Pacific Islander","Males","10","170,452","5.87","5.17","398"
"2017","North Carolina","Asian / Pacific Islander","Females","0","179,628","0","0","0"
"2017","North Dakota","White","Males","38","342,654","11.09","10.87","1,400"
"2017","North Dakota","White","Females","19","327,567","5.80","6.17","703"
"2017","North Dakota","Black","Males","0","15,521","0","0","0"
"2017","North Dakota","Black","Females","0","11,466","0","0","0"
"2017","North Dakota","American Indian / Alaska Native","Males","0","22,144","0","0","0"
"2017","North Dakota","American Indian / Alaska Native","Females","0","22,825","0","0","0"
